cpf,hora,data,produto,preço,quantidade,pdv,operadora,operação,total
614.297.038-22,11:33,19/07/2023,Gelatina,2.4,6,8,Maria Luiza,pix,14.4
301.698.547-01,12:56,17/07/2023,Gelatina,2.4,8,5,Brenda,cartão_debito,19.2
483.261.759-19,20:58,07/07/2023,Cafe,9.5,6,15,Brenda,cartão_debito,57.0
329.801.564-42,09:15,25/07/2023,Sabonete,3.5,7,4,Brenda,dinheiro,24.5
483.657.209-65,11:02,16/07/2023,Gelatina,2.4,5,10,Stephany,pix,12.0
863.125.974-82,15:40,10/07/2023,Detergente liquido,2.5,8,5,Natália,cartão_credito,20.0
436.891.750-20,09:58,11/07/2023,Tomate,8.2,9,10,Isadora,pix,73.8
984.013.257-14,14:22,18/07/2023,Tomate,8.2,5,20,Maria Cecília,pix,41.0
263.179.804-03,14:48,02/07/2023,Linguiça frango,9.7,10,11,Maria Luiza,dinheiro,97.0
569.403.271-34,10:22,20/07/2023,File de frango,19.2,1,15,Brenda,cartão_credito,19.2
301.698.547-01,08:21,21/07/2023,Detergente liquido,2.5,10,2,Natália,pix,25.0
123.407.685-35,19:01,07/07/2023,Picanha,50.4,6,10,Ana,pix,302.4
360.478.219-87,21:41,06/07/2023,Farinha,2.7,6,3,Caroline,cartão_debito,16.2
418.907.352-05,09:37,05/07/2023,Farinha,2.7,10,10,Brenda,pix,27.0
762.945.831-28,18:09,08/07/2023,Tomate,8.2,3,11,Caroline,cartão_debito,24.6
860.357.192-95,19:07,12/07/2023,Refrigerante lata,4.7,9,19,Caroline,dinheiro,42.3
901.765.842-85,14:31,25/07/2023,Vinho,17.7,1,6,Maria Julia,cartão_debito,17.7
096.785.421-02,22:56,06/07/2023,Morango,7.5,6,17,Caroline,cartão_debito,45.0
984.013.257-14,16:52,17/07/2023,Picanha,50.4,6,15,Natália,cartão_credito,302.4
531.480.729-79,18:58,30/07/2023,Arroz,21.7,8,1,Maria Luiza,cartão_credito,173.6
564.823.109-15,10:58,22/07/2023,Picanha,50.4,7,20,Brenda,dinheiro,352.8
436.891.750-20,13:24,20/07/2023,Morango,7.5,1,13,Brenda,cartão_debito,7.5
329.801.564-42,11:08,10/07/2023,Ovos,18.2,6,8,Natália,cartão_debito,109.2
758.210.493-50,10:16,21/07/2023,Escova dental,15.5,3,17,Stephany,cartão_credito,46.5
784.956.031-01,21:18,24/07/2023,Cafe,9.5,3,21,Natália,cartão_debito,28.5
369.841.052-42,14:40,06/07/2023,Feijão,15.5,6,9,Stephany,pix,93.0
096.785.421-02,21:59,10/07/2023,Farinha,2.7,5,19,Isadora,dinheiro,13.5
569.403.271-34,16:19,05/07/2023,Sal,2.3,8,2,Natália,pix,18.4
157.296.043-43,20:00,30/07/2023,Vinho,17.7,8,19,Milena,pix,141.6
048.196.375-84,15:07,04/07/2023,Tomate,8.2,6,21,Maria Luiza,pix,49.2
640.825.931-60,12:51,11/07/2023,Óleo de cozinha,8.9,7,3,Maria Luiza,pix,62.3
263.179.804-03,14:10,15/07/2023,Sal,2.3,8,19,Ana,pix,18.4
569.403.271-34,21:32,30/07/2023,File de frango,19.2,4,20,Natália,cartão_credito,76.8
419.720.853-79,09:29,22/07/2023,File de frango,19.2,5,12,Brenda,cartão_debito,96.0
695.281.740-94,21:07,26/07/2023,Picanha,50.4,1,14,Brenda,cartão_credito,50.4
738.596.420-65,20:36,05/07/2023,Morango,7.5,4,11,Maria Luiza,dinheiro,30.0
695.281.740-94,13:48,10/07/2023,Refrigerante lata,4.7,10,16,Caroline,dinheiro,47.0
369.841.052-42,20:27,02/07/2023,File de frango,19.2,5,4,Milena,cartão_debito,96.0
943.102.856-51,14:38,26/07/2023,File de frango,19.2,5,11,Brenda,cartão_debito,96.0
860.357.192-95,12:06,24/07/2023,Feijão,15.5,9,19,Maria Luiza,cartão_credito,139.5
963.128.074-87,17:30,07/07/2023,Gelatina,2.4,2,8,Natália,dinheiro,4.8
732.650.914-06,16:39,29/07/2023,Cerveja,7.5,6,15,Brenda,dinheiro,45.0
519.734.206-43,12:16,27/07/2023,Picanha,50.4,7,21,Maria Luiza,cartão_debito,352.8
048.196.375-84,16:18,10/07/2023,Detergente liquido,2.5,7,19,Natália,cartão_debito,17.5
802.613.579-21,08:34,15/07/2023,Óleo de cozinha,8.9,2,1,Brenda,pix,17.8
805.473.962-10,21:07,17/07/2023,Sal,2.3,3,17,Natália,pix,6.9
715.408.269-02,22:43,12/07/2023,Sabonete,3.5,10,1,Natália,dinheiro,35.0
102.358.947-88,14:21,01/07/2023,Tomate,8.2,1,11,Maria Cecília,cartão_credito,8.2
798.213.065-86,10:56,07/07/2023,Refrigerante lata,4.7,9,1,Maria Luiza,pix,42.3
863.125.974-82,14:04,15/07/2023,Detergente liquido,2.5,8,3,Maria Luiza,cartão_credito,20.0
593.641.287-37,16:17,13/07/2023,Linguiça frango,9.7,7,13,Maria Cecília,pix,67.9
645.312.987-64,19:02,19/07/2023,Esponja de aço,5.5,3,9,Milena,pix,16.5
823.570.469-29,08:10,10/07/2023,Feijão,15.5,6,4,Maria Cecília,dinheiro,93.0
853.164.790-84,10:27,10/07/2023,Cafe,9.5,1,13,Natália,cartão_debito,9.5
034.278.591-50,11:10,05/07/2023,File de frango,19.2,9,10,Isadora,dinheiro,172.8
845.607.391-10,13:39,03/07/2023,Cerveja,7.5,1,8,Natália,cartão_credito,7.5
906.172.385-02,18:02,20/07/2023,Morango,7.5,4,15,Isadora,cartão_debito,30.0
462.179.385-37,09:18,10/07/2023,Cafe,9.5,1,9,Maria Luiza,pix,9.5
096.785.421-02,10:02,10/07/2023,Cafe,9.5,8,17,Maria Luiza,pix,76.0
301.698.547-01,15:17,04/07/2023,Detergente liquido,2.5,7,19,Brenda,cartão_credito,17.5
614.297.038-22,11:17,21/07/2023,Refrigerante lata,4.7,4,8,Ana,cartão_debito,18.8
295.073.846-00,08:16,04/07/2023,Detergente liquido,2.5,4,5,Natália,pix,10.0
012.875.936-40,11:19,15/07/2023,Alcatra,45.7,7,15,Maria Julia,pix,319.9
215.873.490-60,15:37,11/07/2023,Sal,2.3,8,6,Maria Julia,cartão_debito,18.4
096.785.421-02,20:19,30/07/2023,Morango,7.5,5,11,Isadora,cartão_credito,37.5
109.783.654-10,08:37,28/07/2023,Morango,7.5,4,5,Milena,cartão_credito,30.0
805.473.962-10,12:07,24/07/2023,Cafe,9.5,5,17,Maria Luiza,cartão_credito,47.5
845.607.391-10,22:52,24/07/2023,Vinho,17.7,2,16,Maria Luiza,cartão_debito,35.4
130.294.586-60,22:14,23/07/2023,Sabonete,3.5,4,20,Maria Cecília,cartão_debito,14.0
157.296.043-43,09:18,08/07/2023,Picanha,50.4,2,12,Natália,pix,100.8
702.431.958-50,17:49,07/07/2023,Picanha,50.4,4,17,Stephany,pix,201.6
384.071.659-48,10:00,19/07/2023,Açúcar,25.5,4,11,Maria Cecília,cartão_credito,102.0
624.705.981-76,17:14,21/07/2023,Alcatra,45.7,4,7,Natália,cartão_debito,182.8
723.510.694-80,14:29,09/07/2023,Cerveja,7.5,10,11,Milena,dinheiro,75.0
823.570.469-29,18:26,30/07/2023,Cafe,9.5,7,17,Maria Julia,cartão_credito,66.5
785.146.023-90,21:29,12/07/2023,Escova dental,15.5,3,3,Stephany,cartão_credito,46.5
906.172.385-02,08:32,24/07/2023,Refrigerante lata,4.7,8,14,Caroline,cartão_credito,37.6
102.358.947-88,15:28,02/07/2023,Esponja de aço,5.5,8,3,Caroline,cartão_debito,44.0
963.128.074-87,10:51,02/07/2023,Cerveja,7.5,8,9,Natália,dinheiro,60.0
034.278.591-50,14:50,10/07/2023,Morango,7.5,2,3,Natália,dinheiro,15.0
943.102.856-51,21:05,26/07/2023,Cafe,9.5,5,21,Caroline,cartão_debito,47.5
723.510.694-80,17:46,12/07/2023,Detergente liquido,2.5,2,7,Maria Cecília,cartão_debito,5.0
604.938.712-50,13:14,24/07/2023,Cafe,9.5,8,10,Isadora,cartão_credito,76.0
130.294.586-60,17:43,03/07/2023,Cenoura,7.1,6,1,Ana,pix,42.6
732.650.914-06,11:13,28/07/2023,File de frango,19.2,4,20,Stephany,pix,76.8
732.650.914-06,21:38,11/07/2023,Cafe,9.5,6,9,Maria Julia,dinheiro,57.0
984.013.257-14,20:41,24/07/2023,Sabonete,3.5,2,21,Maria Julia,cartão_credito,7.0
519.734.206-43,10:32,02/07/2023,Linguiça frango,9.7,8,1,Maria Cecília,cartão_debito,77.6
805.614.923-60,17:49,02/07/2023,File de frango,19.2,3,14,Milena,cartão_credito,57.6
805.473.962-10,16:59,01/07/2023,Cenoura,7.1,7,1,Natália,cartão_credito,49.7
529.834.061-05,17:21,10/07/2023,Arroz,21.7,8,12,Stephany,dinheiro,173.6
593.641.287-37,17:53,24/07/2023,Detergente liquido,2.5,3,6,Maria Cecília,dinheiro,7.5
823.570.469-29,12:06,03/07/2023,Cafe,9.5,2,6,Maria Luiza,cartão_debito,19.0
073.241.958-14,09:17,07/07/2023,Feijão,15.5,7,17,Natália,pix,108.5
130.294.586-60,09:34,18/07/2023,Ovos,18.2,6,5,Natália,cartão_credito,109.2
810.295.463-98,14:58,07/07/2023,Cafe,9.5,3,9,Maria Cecília,dinheiro,28.5
419.720.853-79,19:53,01/07/2023,Detergente liquido,2.5,8,11,Caroline,cartão_debito,20.0
785.146.023-90,17:42,20/07/2023,File de frango,19.2,2,18,Ana,pix,38.4
758.210.493-50,08:49,03/07/2023,Sal,2.3,1,2,Ana,dinheiro,2.3
857.132.409-32,21:28,28/07/2023,Morango,7.5,7,12,Natália,cartão_debito,52.5
130.294.586-60,20:04,15/07/2023,Cerveja,7.5,4,4,Maria Julia,cartão_credito,30.0
138.456.920-06,16:50,23/07/2023,Alcatra,45.7,9,19,Natália,dinheiro,411.3
130.294.586-60,15:20,16/07/2023,Esponja de aço,5.5,7,21,Ana,dinheiro,38.5
738.596.420-65,13:43,02/07/2023,Tomate,8.2,8,21,Natália,cartão_credito,65.6
982.546.103-98,12:15,22/07/2023,Vinho,17.7,6,7,Brenda,pix,106.2
130.294.586-60,22:44,07/07/2023,Sal,2.3,9,1,Milena,dinheiro,20.7
569.403.271-34,10:12,26/07/2023,Açúcar,25.5,2,2,Milena,dinheiro,51.0
985.364.701-00,22:02,04/07/2023,Linguiça frango,9.7,3,16,Natália,pix,29.1
036.821.497-40,15:21,28/07/2023,Sabonete,3.5,6,13,Maria Luiza,cartão_credito,21.0
752.631.049-52,18:50,18/07/2023,Picanha,50.4,3,21,Isadora,pix,151.2
436.891.750-20,17:41,24/07/2023,Detergente liquido,2.5,4,2,Ana,pix,10.0
048.196.375-84,14:42,10/07/2023,File de frango,19.2,4,9,Maria Luiza,cartão_credito,76.8
980.267.513-02,08:26,16/07/2023,Escova dental,15.5,2,6,Stephany,cartão_credito,31.0
823.570.469-29,22:30,10/07/2023,File de frango,19.2,2,11,Maria Luiza,pix,38.4
012.875.936-40,21:01,15/07/2023,Escova dental,15.5,4,14,Natália,dinheiro,62.0
732.650.914-06,22:59,29/07/2023,Sabonete,3.5,6,12,Caroline,dinheiro,21.0
718.296.305-12,15:09,14/07/2023,Ovos,18.2,1,1,Caroline,dinheiro,18.2
073.241.958-14,18:30,05/07/2023,Escova dental,15.5,1,15,Maria Julia,cartão_credito,15.5
863.125.974-82,14:48,17/07/2023,Gelatina,2.4,5,20,Natália,cartão_debito,12.0
041.639.752-25,21:55,21/07/2023,File de frango,19.2,5,2,Maria Cecília,dinheiro,96.0
675.430.128-71,10:49,25/07/2023,Gelatina,2.4,10,16,Maria Cecília,dinheiro,24.0
645.312.987-64,22:41,06/07/2023,Cerveja,7.5,3,8,Stephany,pix,22.5
546.078.231-71,11:26,14/07/2023,Tomate,8.2,1,20,Maria Cecília,cartão_debito,8.2
531.480.729-79,11:05,20/07/2023,Sal,2.3,9,18,Natália,pix,20.7
073.241.958-14,13:16,25/07/2023,Cenoura,7.1,1,7,Isadora,cartão_debito,7.1
805.473.962-10,12:03,20/07/2023,Refrigerante lata,4.7,4,12,Stephany,cartão_debito,18.8
069.738.451-93,14:54,09/07/2023,Detergente liquido,2.5,6,20,Ana,cartão_credito,15.0
768.023.591-03,12:37,20/07/2023,Sabonete,3.5,4,19,Brenda,dinheiro,14.0
732.650.914-06,15:50,28/07/2023,Farinha,2.7,10,6,Stephany,cartão_credito,27.0
154.293.076-61,11:59,28/07/2023,Farinha,2.7,2,2,Natália,cartão_credito,5.4
863.125.974-82,16:29,28/07/2023,Gelatina,2.4,7,18,Stephany,dinheiro,16.8
827.963.014-78,08:34,03/07/2023,Refrigerante lata,4.7,4,15,Brenda,cartão_debito,18.8
984.013.257-14,17:52,15/07/2023,Sal,2.3,4,14,Maria Luiza,cartão_credito,9.2
418.907.352-05,10:23,11/07/2023,Cafe,9.5,9,1,Natália,cartão_debito,85.5
604.938.712-50,08:37,25/07/2023,Açúcar,25.5,8,12,Milena,cartão_credito,204.0
984.013.257-14,12:41,30/07/2023,File de frango,19.2,2,5,Stephany,pix,38.4
531.480.729-79,10:03,20/07/2023,File de frango,19.2,3,19,Isadora,dinheiro,57.6
910.853.267-21,15:32,03/07/2023,Açúcar,25.5,6,19,Maria Luiza,cartão_debito,153.0
384.071.659-48,09:00,21/07/2023,Sal,2.3,4,20,Maria Cecília,dinheiro,9.2
157.296.043-43,19:55,22/07/2023,Escova dental,15.5,8,5,Brenda,cartão_debito,124.0
254.193.867-55,10:11,19/07/2023,Detergente liquido,2.5,3,5,Natália,cartão_credito,7.5
261.850.473-90,14:41,15/07/2023,Cafe,9.5,8,15,Caroline,cartão_credito,76.0
762.945.831-28,12:47,13/07/2023,Alcatra,45.7,9,19,Maria Luiza,dinheiro,411.3
890.234.517-32,16:21,18/07/2023,Vinho,17.7,1,12,Brenda,cartão_credito,17.7
529.834.061-05,08:58,03/07/2023,Cenoura,7.1,8,12,Maria Luiza,cartão_debito,56.8
846.732.951-37,19:37,18/07/2023,Esponja de aço,5.5,1,5,Natália,cartão_credito,5.5
604.938.712-50,15:31,18/07/2023,Sal,2.3,3,4,Maria Cecília,cartão_debito,6.9
418.907.352-05,20:00,19/07/2023,Escova dental,15.5,9,20,Brenda,cartão_debito,139.5
805.614.923-60,14:42,29/07/2023,Arroz,21.7,8,15,Stephany,dinheiro,173.6
901.765.842-85,12:19,04/07/2023,Óleo de cozinha,8.9,9,9,Natália,dinheiro,80.1
418.907.352-05,18:04,14/07/2023,Farinha,2.7,8,2,Natália,cartão_debito,21.6
593.641.287-37,09:05,18/07/2023,Tomate,8.2,8,10,Milena,cartão_debito,65.6
645.312.987-64,19:45,19/07/2023,Detergente liquido,2.5,1,4,Milena,cartão_credito,2.5
901.648.527-94,16:56,08/07/2023,Refrigerante lata,4.7,6,18,Maria Luiza,pix,28.2
521.364.079-61,21:22,03/07/2023,Esponja de aço,5.5,3,13,Milena,cartão_debito,16.5
012.875.936-40,20:14,23/07/2023,File de frango,19.2,10,21,Natália,cartão_debito,192.0
985.364.701-00,21:39,22/07/2023,File de frango,19.2,9,18,Milena,pix,172.8
752.631.049-52,12:35,27/07/2023,Refrigerante lata,4.7,4,12,Milena,cartão_credito,18.8
301.698.547-01,17:47,30/07/2023,File de frango,19.2,10,17,Stephany,pix,192.0
462.179.385-37,16:08,23/07/2023,Feijão,15.5,8,1,Maria Julia,cartão_debito,124.0
921.543.870-04,09:53,17/07/2023,Óleo de cozinha,8.9,3,10,Isadora,dinheiro,26.7
369.841.052-42,22:47,28/07/2023,Detergente liquido,2.5,10,3,Milena,cartão_debito,25.0
263.179.804-03,21:28,29/07/2023,Gelatina,2.4,7,17,Natália,pix,16.8
468.307.129-04,14:56,20/07/2023,Açúcar,25.5,6,15,Maria Julia,cartão_debito,153.0
436.891.750-20,19:02,07/07/2023,Picanha,50.4,6,10,Ana,cartão_debito,302.4
675.430.128-71,13:03,28/07/2023,Cerveja,7.5,6,17,Milena,pix,45.0
845.607.391-10,19:14,19/07/2023,Picanha,50.4,3,14,Natália,dinheiro,151.2
906.172.385-02,12:56,03/07/2023,Alcatra,45.7,4,7,Natália,dinheiro,182.8
715.408.269-02,21:48,29/07/2023,Escova dental,15.5,6,11,Isadora,pix,93.0
719.628.034-22,12:31,08/07/2023,Farinha,2.7,6,16,Maria Luiza,dinheiro,16.2
803.615.947-39,21:27,05/07/2023,Farinha,2.7,4,15,Maria Luiza,pix,10.8
702.431.958-50,15:17,24/07/2023,Cenoura,7.1,3,20,Maria Luiza,dinheiro,21.3
738.596.420-65,10:02,06/07/2023,Vinho,17.7,7,9,Ana,dinheiro,123.9
921.543.870-04,09:50,30/07/2023,Vinho,17.7,2,4,Maria Cecília,cartão_debito,35.4
762.945.831-28,13:24,26/07/2023,Linguiça frango,9.7,2,1,Maria Julia,dinheiro,19.4
041.639.752-25,10:04,21/07/2023,Feijão,15.5,2,3,Ana,dinheiro,31.0
384.071.659-48,19:17,29/07/2023,Arroz,21.7,1,10,Maria Luiza,cartão_credito,21.7
426.301.598-33,11:45,16/07/2023,Refrigerante lata,4.7,2,20,Maria Luiza,pix,9.4
073.241.958-14,22:17,05/07/2023,Vinho,17.7,8,2,Ana,cartão_debito,141.6
048.196.375-84,11:44,05/07/2023,Linguiça frango,9.7,10,20,Maria Luiza,cartão_credito,97.0
604.938.712-50,18:30,13/07/2023,Refrigerante lata,4.7,5,10,Maria Julia,cartão_debito,23.5
157.296.043-43,19:41,06/07/2023,Alcatra,45.7,9,17,Natália,cartão_credito,411.3
041.639.752-25,15:40,06/07/2023,Vinho,17.7,2,5,Natália,cartão_credito,35.4
569.403.271-34,14:36,21/07/2023,Detergente liquido,2.5,2,18,Natália,cartão_debito,5.0
521.364.079-61,21:22,26/07/2023,Cafe,9.5,4,14,Maria Cecília,dinheiro,38.0
069.738.451-93,22:19,19/07/2023,Esponja de aço,5.5,3,18,Maria Cecília,pix,16.5
718.296.305-12,13:24,10/07/2023,Cerveja,7.5,4,14,Maria Julia,pix,30.0
604.938.712-50,11:09,28/07/2023,Feijão,15.5,5,10,Maria Julia,cartão_debito,77.5
624.705.981-76,20:56,24/07/2023,Picanha,50.4,7,1,Natália,cartão_debito,352.8
901.765.842-85,18:58,09/07/2023,Vinho,17.7,6,4,Maria Luiza,dinheiro,106.2
675.430.128-71,12:47,12/07/2023,Morango,7.5,9,17,Natália,dinheiro,67.5
980.267.513-02,09:23,29/07/2023,Refrigerante lata,4.7,1,11,Maria Luiza,dinheiro,4.7
154.293.076-61,09:09,06/07/2023,Feijão,15.5,7,21,Maria Luiza,cartão_debito,108.5
462.179.385-37,10:03,24/07/2023,Detergente liquido,2.5,9,4,Milena,cartão_credito,22.5
198.250.437-41,14:09,07/07/2023,Gelatina,2.4,6,9,Natália,cartão_debito,14.4
036.821.497-40,17:01,01/07/2023,Cenoura,7.1,5,15,Brenda,cartão_credito,35.5
719.628.034-22,15:42,28/07/2023,Detergente liquido,2.5,8,1,Brenda,pix,20.0
906.172.385-02,19:21,16/07/2023,Tomate,8.2,9,14,Brenda,cartão_credito,73.8
198.250.437-41,18:53,14/07/2023,Esponja de aço,5.5,4,17,Maria Luiza,dinheiro,22.0
921.543.870-04,14:04,10/07/2023,Cafe,9.5,3,3,Stephany,dinheiro,28.5
369.841.052-42,12:52,09/07/2023,Linguiça frango,9.7,2,17,Ana,cartão_credito,19.4
762.945.831-28,09:16,04/07/2023,Açúcar,25.5,3,13,Maria Cecília,cartão_debito,76.5
483.657.209-65,12:25,11/07/2023,Linguiça frango,9.7,5,2,Isadora,cartão_credito,48.5
198.250.437-41,12:17,28/07/2023,Linguiça frango,9.7,7,11,Maria Luiza,dinheiro,67.9
901.648.527-94,18:31,30/07/2023,Linguiça frango,9.7,10,5,Caroline,pix,97.0
419.720.853-79,14:17,03/07/2023,Refrigerante lata,4.7,9,13,Maria Luiza,dinheiro,42.3
702.431.958-50,14:04,30/07/2023,Linguiça frango,9.7,5,17,Isadora,pix,48.5
384.071.659-48,12:21,24/07/2023,Alcatra,45.7,2,2,Milena,pix,91.4
803.615.947-39,18:44,25/07/2023,Sal,2.3,8,1,Isadora,pix,18.4
810.295.463-98,20:36,21/07/2023,Tomate,8.2,4,2,Natália,pix,32.8
529.834.061-05,19:53,30/07/2023,Cenoura,7.1,3,17,Caroline,cartão_credito,21.3
047.853.961-48,13:04,17/07/2023,File de frango,19.2,8,16,Stephany,cartão_debito,153.6
937.615.420-70,15:45,10/07/2023,Vinho,17.7,1,21,Milena,cartão_debito,17.7
810.295.463-98,20:34,30/07/2023,Sabonete,3.5,1,18,Natália,pix,3.5
034.278.591-50,18:53,29/07/2023,Açúcar,25.5,8,14,Natália,cartão_debito,204.0
864.279.053-92,09:39,17/07/2023,Detergente liquido,2.5,8,18,Caroline,cartão_credito,20.0
982.546.103-98,11:02,24/07/2023,Cerveja,7.5,4,14,Ana,dinheiro,30.0
823.570.469-29,19:33,12/07/2023,Alcatra,45.7,7,6,Stephany,pix,319.9
652.378.904-74,20:12,17/07/2023,Esponja de aço,5.5,2,13,Maria Luiza,pix,11.0
732.650.914-06,08:40,15/07/2023,Esponja de aço,5.5,7,13,Caroline,cartão_debito,38.5
604.938.712-50,08:34,05/07/2023,Arroz,21.7,7,20,Ana,dinheiro,151.9
069.738.451-93,14:30,17/07/2023,Gelatina,2.4,7,9,Isadora,cartão_credito,16.8
695.281.740-94,22:16,09/07/2023,Tomate,8.2,5,9,Maria Cecília,cartão_credito,41.0
860.357.192-95,08:10,04/07/2023,Gelatina,2.4,10,20,Maria Luiza,cartão_credito,24.0
823.570.469-29,10:51,04/07/2023,Vinho,17.7,7,2,Isadora,cartão_credito,123.9
360.478.219-87,20:23,28/07/2023,File de frango,19.2,8,4,Ana,dinheiro,153.6
521.364.079-61,21:13,04/07/2023,Cafe,9.5,8,21,Maria Luiza,cartão_credito,76.0
768.023.591-03,18:09,17/07/2023,Escova dental,15.5,1,10,Maria Cecília,dinheiro,15.5
629.475.813-00,20:33,02/07/2023,Linguiça frango,9.7,6,20,Maria Luiza,cartão_debito,58.2
921.543.870-04,15:19,10/07/2023,Cafe,9.5,8,4,Ana,cartão_credito,76.0
263.179.804-03,19:44,03/07/2023,Refrigerante lata,4.7,7,7,Maria Luiza,dinheiro,32.9
864.279.053-92,10:29,25/07/2023,Farinha,2.7,10,16,Natália,dinheiro,27.0
034.278.591-50,19:15,21/07/2023,Tomate,8.2,10,8,Ana,cartão_credito,82.0
569.403.271-34,14:22,16/07/2023,Tomate,8.2,3,1,Maria Cecília,dinheiro,24.6
890.234.517-32,21:53,30/07/2023,Alcatra,45.7,10,19,Maria Cecília,dinheiro,457.0
702.431.958-50,18:08,05/07/2023,Arroz,21.7,10,14,Ana,dinheiro,217.0
624.705.981-76,14:40,25/07/2023,Óleo de cozinha,8.9,5,9,Natália,cartão_debito,44.5
154.293.076-61,16:50,23/07/2023,Gelatina,2.4,7,17,Maria Cecília,pix,16.8
824.170.965-01,14:03,10/07/2023,Açúcar,25.5,9,10,Natália,pix,229.5
798.213.065-86,17:42,09/07/2023,Cafe,9.5,7,15,Maria Luiza,cartão_debito,66.5
261.850.473-90,22:31,09/07/2023,File de frango,19.2,8,21,Stephany,pix,153.6
483.657.209-65,17:05,11/07/2023,Vinho,17.7,8,15,Brenda,cartão_credito,141.6
036.821.497-40,10:06,18/07/2023,Gelatina,2.4,5,17,Stephany,cartão_credito,12.0
846.732.951-37,15:18,30/07/2023,Gelatina,2.4,2,3,Ana,dinheiro,4.8
604.938.712-50,10:30,06/07/2023,Ovos,18.2,10,10,Isadora,dinheiro,182.0
263.179.804-03,09:54,27/07/2023,Cafe,9.5,10,21,Maria Luiza,cartão_credito,95.0
846.732.951-37,17:37,17/07/2023,Cafe,9.5,6,1,Maria Julia,cartão_debito,57.0
985.364.701-00,22:17,19/07/2023,Cenoura,7.1,7,13,Maria Julia,cartão_debito,49.7
436.891.750-20,08:27,05/07/2023,File de frango,19.2,9,1,Maria Julia,cartão_credito,172.8
702.431.958-50,16:15,03/07/2023,Vinho,17.7,1,6,Caroline,pix,17.7
041.639.752-25,15:46,26/07/2023,Picanha,50.4,3,5,Isadora,cartão_credito,151.2
096.785.421-02,10:16,14/07/2023,Óleo de cozinha,8.9,10,14,Natália,pix,89.0
269.731.504-70,11:40,25/07/2023,Refrigerante lata,4.7,4,7,Maria Luiza,cartão_credito,18.8
109.783.654-10,16:40,26/07/2023,Refrigerante lata,4.7,8,8,Natália,cartão_credito,37.6
546.078.231-71,09:22,20/07/2023,Picanha,50.4,7,9,Isadora,dinheiro,352.8
069.738.451-93,22:13,16/07/2023,Linguiça frango,9.7,1,14,Maria Luiza,cartão_debito,9.7
768.023.591-03,20:34,08/07/2023,Refrigerante lata,4.7,10,21,Natália,cartão_credito,47.0
695.281.740-94,08:18,22/07/2023,File de frango,19.2,5,19,Maria Luiza,dinheiro,96.0
483.261.759-19,21:37,03/07/2023,Farinha,2.7,10,1,Isadora,cartão_debito,27.0
984.013.257-14,21:23,13/07/2023,Açúcar,25.5,9,11,Maria Cecília,dinheiro,229.5
853.164.790-84,21:29,26/07/2023,Óleo de cozinha,8.9,6,16,Maria Cecília,cartão_debito,53.4
529.834.061-05,08:35,11/07/2023,Cerveja,7.5,4,14,Natália,pix,30.0
329.801.564-42,17:28,09/07/2023,Escova dental,15.5,2,16,Isadora,pix,31.0
937.615.420-70,22:39,18/07/2023,Cenoura,7.1,3,4,Natália,dinheiro,21.3
036.821.497-40,08:58,03/07/2023,Escova dental,15.5,10,5,Maria Luiza,cartão_debito,155.0
689.231.745-64,11:01,19/07/2023,Feijão,15.5,1,15,Natália,pix,15.5
803.615.947-39,08:05,10/07/2023,Gelatina,2.4,7,14,Natália,cartão_credito,16.8
012.875.936-40,13:58,23/07/2023,Alcatra,45.7,1,11,Natália,cartão_credito,45.7
564.823.109-15,16:33,21/07/2023,Linguiça frango,9.7,2,9,Maria Luiza,dinheiro,19.4
803.615.947-39,10:19,02/07/2023,Linguiça frango,9.7,4,9,Caroline,pix,38.8
604.938.712-50,17:57,01/07/2023,Arroz,21.7,5,13,Caroline,dinheiro,108.5
963.128.074-87,10:38,14/07/2023,Sal,2.3,8,8,Isadora,pix,18.4
109.783.654-10,08:56,12/07/2023,Açúcar,25.5,5,7,Maria Luiza,dinheiro,127.5
890.234.517-32,09:20,13/07/2023,Ovos,18.2,2,14,Caroline,cartão_debito,36.4
483.261.759-19,13:43,29/07/2023,Cenoura,7.1,7,3,Maria Luiza,cartão_credito,49.7
629.475.813-00,19:08,22/07/2023,Alcatra,45.7,5,6,Stephany,cartão_debito,228.5
805.473.962-10,14:17,17/07/2023,Farinha,2.7,7,13,Maria Luiza,cartão_debito,18.9
857.132.409-32,20:58,04/07/2023,Picanha,50.4,4,6,Natália,pix,201.6
418.907.352-05,22:06,20/07/2023,Morango,7.5,2,7,Maria Luiza,cartão_credito,15.0
758.210.493-50,08:18,09/07/2023,Picanha,50.4,6,3,Brenda,cartão_credito,302.4
138.456.920-06,19:57,22/07/2023,Sal,2.3,3,6,Caroline,dinheiro,6.9
065.138.274-26,19:03,10/07/2023,Ovos,18.2,10,5,Natália,pix,182.0
198.250.437-41,21:46,16/07/2023,Escova dental,15.5,6,12,Maria Cecília,dinheiro,93.0
521.364.079-61,16:29,05/07/2023,Farinha,2.7,6,15,Ana,pix,16.2
426.301.598-33,11:43,29/07/2023,Linguiça frango,9.7,2,5,Maria Luiza,cartão_credito,19.4
519.734.206-43,08:08,11/07/2023,Feijão,15.5,9,14,Caroline,cartão_credito,139.5
695.281.740-94,17:17,07/07/2023,Cafe,9.5,10,14,Maria Luiza,cartão_debito,95.0
715.408.269-02,13:05,09/07/2023,Escova dental,15.5,6,12,Stephany,cartão_credito,93.0
